ladin	italian	english	resource
L Consei se festidiea ence de fissèr i comembres che tol pèrt, l'argoment, la carateristiches e la finalitèdes de la formes de colaborazion o sociazion, i tempes, la modalitèdes e i pians finanzières che é debesegn per arjonjer i obietives che l Comun e i etres comembres se met dant.	Compete inoltre al consiglio comunale approvare gli atti costitutivi delle forme di collaborazione, indicare l'oggetto di queste e le ragioni tecniche, economiche ed organizzative che le rendono opportune, nonché determinare i soggetti partecipanti, l'oggetto, le caratteristiche e le finalità delle forme di collaborazione od associazione, i tempi, le modalità ed i piani finanziari necessari per conseguire gli obiettivi che il Comune e gli altri soggetti aderenti si propongono di conseguire.	It is also up to the municipal council to approve the constitutive acts of the forms of cooperation, to indicate the object of these and the technical, economic and organisational reasons that make them appropriate, as well as to determine the participating entities, the object, characteristics and purposes of the forms of cooperation or association, the timeframe, modalities and financial plans necessary to achieve the objectives that the municipality and the other participating entities propose to achieve.	moena
Aa-gar, dant de dut, l'à vardà de recuperèr la friza: l l'à lavèda bel delvers e l l'à metuda al  segur sot la pel de ors, ensema a cheles che no l'aea durà.	Poi prese da terra un grosso sasso, con alcuni colpi ben assestati staccò le corna e le consegnò a 	Then he picked up a large stone from the ground, with a few well-aimed blows he detached the horns and handed them to 	amervolesse
Chel gros bachet che ge era stat de aiut per se rampeèr su per chi crepes, en chela doman  fossa doentà l'archet più prezis e potent che n om aessa mai abù.	Il grosso bastone, che lo aveva aiutato ad arrampicarsi su per la montagna, quella mattina  sarebbe diventato l'arco più preciso e potente che mai un uomo avesse posseduto.	The big stick, which had helped him climb up the mountain, would that morning become the most precise and powerful bow a man had ever possessed.	amervolesse
Te vigni cajo de mencianza de l'ombolt, la ordenanzes de chest articol vegn dates fora da chi che soratol so post aldò de chest Statut.	In ogni caso di assenza del sindaco, le ordinanze di cui al presente articolo sono emanate da chi lo sostituisce ai sensi del presente Statuto. 	In the event of the mayor's absence, the orders referred to in this Article shall be issued by the person replacing him in accordance with this Statute. 	moena
Autonomìa finanzièla e modalitèdes de finanziament	Autonomia finanziaria e modalità di finanziamento	Financial Autonomy and Financing Modalities	fascia
L secretèr de Comun tol sù la funzions pervedudes da la leges en doura - en particolèr su la basa di artt. 23 e 56 de la L.R. dai 4 de jené 1993, nr 1 - e dai regolamenc.	Il segretario comunale svolge le funzioni previste dalle vigenti leggi -ed in particolare dagli artt. 23 e 56 della L.R. 4 gennaio 1993, n. 1 - e dai regolamenti. 	The municipal secretary performs the functions provided for by current laws - and in particular by Articles 23 and 56 of Regional Law No. 1 of 4 January 1993 - and regulations. 	moena
Estra i obietives valives ai etres Comprenjories del Trentin, l Comprenjorie Ladin de Fascia l'à anter si pons "l svilup e l'atuazion de la ziviltà ladina, desche sia esprescion, sibie col tegnir sù la tradizions e la usanzes, sibie col meter en esser i miorèr i detames costituzionèi e la desposizion legislatives a favor del grop linguistich ladin", desche pervedù da l'art. 3 de sie Statut.	Oltre alle finalità comuni agli altri Comprensori del Trentino, il Comprensorio Ladino di Fassa ha  tra i suoi punti qualificanti "lo sviluppo e  l'attuazione della civiltà ladina, di cui è espressione, sia utelando la tradizione, gli usi ed i costumi locali, sia nella ricerca di attuare e  migliorare i dettati costi uzionali e le disposizioni legislative a favore del gruppo linguistico ladino",  come previsto dall'art. 3 del suo Statuto.	In addition to the aims common to the other Trentino districts, the Ladin District of Fassa has among its qualifying points "the development and implementation of Ladin civilisation, of which it is an expression, both by using tradition, customs and local costumes, and by seeking to implement and improve the costitutional dictates and legislative provisions in favour of the Ladin language group", as set out in art. 3 of its Statute.	intervento1
La partezipazion democratica di zitadins al lurier del Comun vegn fata tres scomenzadiva popolèra perveduda dal coma 1 de l'art. 8 sorascrit, e ence tres domandes scrites che i litadores enciasé pel portèr ite ai Organs de Comun competenc per l'argoment; chisc ultimes se festidiea de responer, te la miora formes e modalitèdes, te n temp nia più lonch che trei meisc.	La partecipazione democratica dei cittadini residenti all'attività del Comune si esplica mediante l'iniziativa popolare prevista dal 1° comma del precedente articolo 8, nonché mediante istanze e petizioni che gli elettori residenti possono presentare agli Organi comunali competenti per materia; questi provvedono a rispondere, con le modalità e le forme più adeguate, entro un tempo massimo di tre mesi.	The democratic participation of resident citizens in the activity of the municipality is carried out by means of the citizens' initiative provided for in Article 8(1) above, as well as by means of petitions and petitions that resident electors may submit to the municipal bodies responsible for the matter in question; these shall respond, in the most appropriate manner and form, within a maximum of three months.	moena
Zenza amer, zenza odier zenza dut, soul con me instes Ge demò.	Senza amare, senza odiare  senza tutto, solo con me stesso Io solo.	Without loving,  without hating without anything, alone with no one but me.	amervolesse
Osserva la istruzions e encoloresc, taa, encola e fenesc i jeghes.	Segui le istruzioni e colora, ritaglia, incolla e completa i giochi.	Follow the instructions and colour, cut out, glue and complete the games.	montipallidi
No l vegn ametù de fèr oposizion per chi documenc digitèi jà ciarié tel FSE per chi che l é jà stat manà ite avisa la permiscion da pèrt del pazient, e ence la prescrizions e la prestazions farmaceutiches e spezialistiches.	Sono esclusi dall'opposizione i documenti digitali già caricati nel FSE per i quali sia stato fornito lo specifico consenso da parte dell'assistito, nonché le prescrizioni ed erogazioni farmaceutiche e specialistiche.	Excluded from opposition are digital documents already uploaded to the FSE for which specific consent has been provided by the patient, as well as pharmaceutical and specialist prescriptions and dispensations.	comunicato1032
Dò la pruma Gran Vera, l Comun de Moena se à troà a ge fèr front ai problemes che vegnìa cà dal mudament de rejim politich e dal dejariament de veies leames economics e culturai.	Dopo la prima guerra mondiale il Comune di Moena si trovò ad affrontare le difficoltà originate dal mutamento del regime politico e dall'interruzione di secolari legami economici e culturali.	After the First World War, the Commune of Moena was faced with difficulties arising from the change of political regime and the interruption of centuries-old economic and cultural ties.	moena
Te la scontrèdes de informazion e de confront (workshop), l'é stat provedù a programèr e endrezèr la ativitèdes, a ge jir sora e controlèr l lurier fat da ogneun, a meter a confront la cognoscenzes e la esperienzes fates, a descorer fora e ge dèr valutazion a la costions che se n cajo l'é stat uzà fora.	Nel corso di apposite riunioni informative e di confronto (workshop), si è provveduto alla programmazione e organizzazione delle attività, all'illustrazione e alla verifica del lavoro svolto individualmente, al confronto delle esperienze e delle conoscenze acquisite, alla discussione e alla valutazione delle problematiche eventualmente emerse.	During special information and discussion meetings (workshops), activities were planned and organised, individual work was illustrated and reviewed, experiences and knowledge gained were compared, and any problems that arose were discussed and evaluated.	intervento1
Chisc trasferimenc vegn fac aldò de criteries scric ti documenc de trasferiment de la sìngola funzions e servijes, e/o ti decrec del President de la Provinzia che à per argoment la funzions passèdes da la Provinzia ai comuns.	I predetti trasferimenti sono effettuati secondo i criteri fissati negli atti di trasferimento delle singole funzioni e servizi, e/o nei decreti del Presidente della Provincia aventi ad oggetto le funzioni trasferite dalla Provincia ai comuni.	The aforementioned transfers are carried out in accordance with the criteria laid down in the acts transferring the individual functions and services, and/or in the decrees of the President of the Province concerning the functions transferred from the Province to the municipalities.	fascia
