ladin	italian	english	resource
Us-ter l'é levà sù e zacan l'à vedù aló a pec  vèresc trei stambeches che jìa envers l lech.	Us-ter si alzò e finalmente vide a pochi passi tre stambecchi che caracollavano in  direzione del lago.	Us-ter stood up and finally saw three ibexes caroming towards the lake a few steps away.	amervolesse
Aa-gar à pojà na man su la spala del fi e coi eies l ge à entimà de no mever.	Aa-gar appoggiò una mano sulla spalla del figlio e con gli occhi gli intimò di non muoversi.	Aa-gar placed his hand on his son's shoulder and with his eyes urged him not to move.	amervolesse
Dò l'om se à out  e l'à tacà a fitèr la besties.	Poi  si girò e cominciò a fissare le prede.	Then he turned around and began to fish his prey.	amervolesse
L'à vedù na ciaura che ge jìa dò a doi beches.	Vide una femmina che trottava al seguito di due maschi.	He saw a female trotting in the wake of two males.	amervolesse
L stambech te mez l'era massa joen: sul cef  l'aea doi pìcoi corgn che tanche s'i vedea.	lo stambecco di mezzo era troppo giovane: sulla testa aveva due cornetti piccoli che si notavano appena.	the middle ibex was too young: it had two small horns on its head that were barely noticeable.	amervolesse
Chel dedant, enveze, l'era gran, gros, con doi corgn pesoches e scures: chel l'aessa pascentà duta la familia de Aa-gar per na roda entrìa de  luna.	Quello davanti, invece, era  grande, grosso, con due corna pesanti e scure: avrebbe nutrito la famiglia di Aa-gar per un giro  di luna intero.	The one in front, on the other hand, was big, big, with two heavy, dark horns: it would have fed Aa-gar's family for a whole moon.	amervolesse
L ciaciador saea apontin che l cognea mazèr la bestia al prum colp.	Il cacciatore sapeva bene che doveva uccidere l'animale al primo colpo.	The hunter knew well that he had to kill the animal at the first shot.	amervolesse
Se l'aessa falà, i stambeches fossa sciampé e per dotrei "èlbes" no i se aessa più lascià veder aló dai leghes.	Se avesse sbagliato, le  prede sarebbero fuggite e per alcune "albe" non si sarebbero più fatte vedere, ai laghetti.	If he had made a mistake, the prey would have fled and for a few 'dawns' would not have been seen again, at the ponds.	amervolesse
E no  demò: la friza fossa jita inant te sie viac e la fossa sutèda jabas, magari sun n sas, e la ponta  fossa jita en tòc.	Non  solo: la freccia avrebbe proseguito il suo viaggio e sarebbe caduta a terra, urtando magari un  sasso, e la punta si sarebbe rotta.	Not only that, the arrow would have continued its journey and fallen to the ground, perhaps hitting a stone, and the tip would have broken off.	amervolesse
Se enveze l gros animèl fossa restà demò ferì, l fossa sciampà e l se aessa portà dò te la cèrn  la preziousa ponta de selesc.	Se, invece, il grosso animale fosse rimasto soltanto ferito, sarebbe corso via, portandosi nella  carne la preziosa punta di selce.	If, on the other hand, the large animal had only been wounded, it would have run away, taking the precious flint point in its flesh.	amervolesse
Ma Aa-gar no l'era cruzià: l cognoscea polito sie archet e sia frizes.	Ma Aa-gar era tranquillo: conosceva il suo arco e le sue frecce.	But Aa-gar was calm: he knew his bow and arrow.	amervolesse
L saea che chel fil de vent  de la doman aessa fat oujer n mìngol la friza a man cencia: l'à studià delvers l percors e cò l'à  vedù la bestia cernuda se fermèr sun or del lech l'à spetà n moment: dò l'é levà sù zenza fèr  ac e te chela che l stambech l'à fat per se pièr jù per beiver... l'à tenet i mùscoi del brac dret,  l'à tirà la corda de curam più che l'à podù e endèna che l'archet zitrèa dut per l sforz l'à molà  la friza, e chesta é partida desche l sas fora de n tratoi.	Sapeva che quella brezza mattutina avrebbe deviato un po' la freccia verso sinistra; studiò attentamente la traiettoria e non  appena vide l'animale prescelto fermarsi sulla riva del lago, attese alcuni istanti, poi si mise in  piedi senza far rumore e nel preciso momento in cui lo stambecco, dopo essersi guardato in  giro, fece per piegarsi verso l'acqua... tese i muscoli del braccio destro, tirò la corda di cuoio più  che poté e quando l'arco vibrò tutto per lo sforzo, lasciò partire il dardo, che scattò come il sasso  lanciato da una fionda.	He knew that that morning breeze would deflect the arrow a little to the left; he studied the trajectory carefully and as soon as he saw the chosen animal stop on the shore of the lake, he waited a few moments, then stood quietly, and at the precise moment the ibex, after looking around, made to bend towards the water... he tensed the muscles of his right arm, pulled the leather rope as hard as he could, and when the bow vibrated all over from the effort, he let go the dart, which shot out like a stone tossed by a fierce wave.	amervolesse
La friza se à levà te l'aria con n scìgol  lijier che l stambech no à podù sentir, ciapà coche l'era a cercèr l'èga frescia.	La freccia si impennò in aria con un leggero fruscìo che lo stambecco  non udì, intento com'era a pregustare l'acqua fresca.	The arrow soared through the air with a slight rustle that the ibex did not hear, intent as he was on enjoying the fresh water.	amervolesse
La friza se à arbassà de colp... e na macia chécena de sanch se à dessegnà sul col de l'animèl,  che sobit à dat na centenèda e l'é reversà te l'èga del lech.	Poi il bastoncino calò all'improvviso... e una chiazza rossa di sangue si disegnò alla base del collo dell'animale, che vacillò per una decina di secondi e crollò nell'acqua del lago.	Then the stick suddenly dropped... and a red patch of blood was drawn at the base of the animal's neck, which wobbled for about ten seconds and collapsed into the water of the lake.	amervolesse
La ciaura e l stambech joen, sprigolé per l bot, i é sciampé desbalz envers l bosch.	La femmina e lo stambecco giovane, spaventati per il tonfo improvviso, si scossero terrorizzati e  a grandi balzi fuggirono in direzione del bosco.	The female and the young ibex, startled by the sudden thud, jolted terrified and with great leaps fled in the direction of the forest.	amervolesse
L bech  enveze no moea più.	Un urlo di gioia si alzò dal bivacco: Aa-gar ed Us-ter, con le facce ancora sporche di sterco e di  terra, ballavano e saltavano abbracciandosi felici.	A shout of joy went up from the bivouac: Aa-gar and Us-ter, their faces still smeared with dung and earth, danced and jumped, hugging each other happily.	amervolesse
Dal bivach se à levà n gran bùgol de sodisfazion: Aa-gar e Us-ter, coi musc amò pac da tera e  da escremenc, i balèa e i sutèa contenc anter mile braciacoi.	Sempre urlando corsero sulla riva del lago e  tirarono la preda all'asciutto.	Still shouting, they ran to the shore of the lake and pulled their prey dry.	amervolesse
Scialdi con cighes e ac i é corec  sun or del lech e i à tirà la bestia al sut.	Aa-gar recuperò per prima cosa la freccia, la lavò ben bene e la ripose sotto la pelle d'orso, assieme alle altre che non aveva adoperato.	Aa-gar first retrieved the arrow, washed it well and placed it under the bearskin, along with the others he had not used.	amervolesse
Aa-gar, dant de dut, l'à vardà de recuperèr la friza: l l'à lavèda bel delvers e l l'à metuda al  segur sot la pel de ors, ensema a cheles che no l'aea durà.	Poi prese da terra un grosso sasso, con alcuni colpi ben assestati staccò le corna e le consegnò a 	Then he picked up a large stone from the ground, with a few well-aimed blows he detached the horns and handed them to 	amervolesse
Dò l'à tout sù de tera n gran bel sas e, con dotrei colpes dac jù con man segura, l'à destacà  i corgn e i ge li à dac a Us-ter, che l osservèa duc i movimenc del père coi eies lustres da  l'emozion.	Us-ter, che seguiva ogni gesto del padre con gli occhi umidi per l'emozione.	Us-ter, who followed his father's every gesture with eyes moist with emotion.	amervolesse
L ciaciador ge à orì l venter al stambech per ge trèr fora l tampin.	Il cacciatore aprì il ventre dello stambecco per estrarne le viscere.	The hunter opened the ibex's belly to extract its entrails.	amervolesse
Con de gran dasces de  zirm l se à enjignà sù na strosa e l'à ciarià sù la bestia per se la tirèr apede l bivach, olache l  fajea cont de fèr sù i chèrc.	Con grandi fronde di pino cembro aveva realizzato una "slitta" sulla quale caricò l'animale per trascinarlo fino al bivacco, dove  lo avrebbero diviso in quarti.	With large stone pine fronds he had made a 'sled' on which he loaded the animal and dragged it to the bivouac, where they would split it into quarters.	amervolesse
La bestia pesèa desche n crep: l ge aessa metù n muie de dis e n muie de nets a ruèr a cèsa  con duta chela cèrn, ma paèa la speisa.	L'animale era pesante come una montagna: avrebbero impiegato parecchi giorni e altrettante  notti prima di giungere a casa, ma ne valeva la pena.	The animal was as heavy as a mountain: it would take them several days and as many nights before they reached home, but it was worth it.	amervolesse
Da ades inant ju per l pian i lo aessa cognosciù desche "Aa-gar, l ciaciador solitar".	D'ora in poi, in pianura, l'avrebbero conosciuto come "Aa-gar il cacciatore solitario".	Henceforth, in the lowlands, he would be known as 'Aa-gar the lonely hunter'.	amervolesse
E l joen Us-ter, na dì, l'aessa tout sie post.	E il giovane Us-ter, un giorno, avrebbe preso il suo  posto.	And the young Us-ter would one day take his place.	amervolesse
L soreie oramai enlumenèa la pontes più autes di "Monc-che-se-entenc-de-sanch": la ciacia,  sal bivach di doi leghes, la era fenida.	Il sole, ormai, illuminava le vette più alte delle "Montagne che si tingono di sangue": la caccia ,  al bivacco dei due laghi, era terminata.	By now, the sun was illuminating the highest peaks of the 'Mountains tinged with blood': the hunt, at the bivouac of the two lakes, was over.	amervolesse
I ladins de Fascia.	I ladini della Val di Fassa.	The Ladins of the Fassa Valley.	brochure1
Lengaz, cultura e tradizions de n popul veior.	Lingua, cultura e tradizioni di un popolo antico.	Language, culture and traditions of an ancient people.	brochure1
Benvegnui te Fascia: na valèda ladina.	Benvenuti in Val di Fassa: una valle ladina	Welcome to the Fassa Valley: a Ladin valley.	brochure1
Fascia la é tel cher de la Dolomites, n spetacol unich te dut l mond: bosć e pèscoi da marevea, paìjes olache se stèsc sorì e con sacotanta tradizions da descorir, crepes che somea che les pee fech sul crepèr de l'èlba e sul fiorir del soreie, canche i raes ge rua apede.	La Val di Fassa si trova nel cuore delle Dolomiti, spettacolo unico al mondo:  boschi e pascoli incantevoli, paesi accoglienti e ricchi di tradizioni da scoprire,  montagne che sembrano prendere fuoco  all'alba e al tramonto, quando i raggi del  sole le accarezzano.	The Fassa Valley is located in the heart of the Dolomites, immersed in a natural setting of unique beauty: woods and enchanting pastures, welcoming villages rich in traditions that await to be discovered, and mountains that seem to catch fire at dawn and sunset, as the sun gently caresses their slopes.	brochure1
